,Abundance %,runNumber,Ecosystem Element,Time,runType,Median,ninetyfivePerc,fivePerc
14,0.8625332730472091,1,organicCarbon,1,Accepted,0.9090315454720903,0.9779465415202885,0.8459865227856811
14,1.1586040286064812,1,roeDeer,1,Accepted,1.2300162930987497,1.3671710385198417,1.117935410489293
14,0.0,1,tamworthPig,1,Accepted,0.0,0.0,0.0
14,2.40212976171445,1,thornyScrub,1,Accepted,2.245478897579341,3.142629249297189,1.69701801077067
14,0.9277740754795971,1,woodland,1,Accepted,0.8927321579472314,0.9647092430234567,0.8342536359069971
15,1.229777743078892,1,grasslandParkland,1,Accepted,1.2214283980562761,1.3211529321299544,1.0999846284874404
15,0.0,1,largeHerb,1,Accepted,0.0,0.0,0.0
15,0.860834163740362,1,organicCarbon,1,Accepted,0.9090315454720903,0.9779465415202885,0.8459865227856811
15,1.1732781195353976,1,roeDeer,1,Accepted,1.2300162930987497,1.3671710385198417,1.117935410489293
15,0.0,1,tamworthPig,1,Accepted,0.0,0.0,0.0
15,2.5664841141810713,1,thornyScrub,1,Accepted,2.245478897579341,3.142629249297189,1.69701801077067
15,0.9302087449469484,1,woodland,1,Accepted,0.8927321579472314,0.9647092430234567,0.8342536359069971
16,1.2319644871168247,1,grasslandParkland,1,Accepted,1.2214283980562761,1.3211529321299544,1.0999846284874404
16,0.0,1,largeHerb,1,Accepted,0.0,0.0,0.0
16,0.859906655394844,1,organicCarbon,1,Accepted,0.9090315454720903,0.9779465415202885,0.8459865227856811
16,1.1886195089235807,1,roeDeer,1,Accepted,1.2300162930987497,1.3671710385198417,1.117935410489293
16,0.0,1,tamworthPig,1,Accepted,0.0,0.0,0.0
16,2.741888829426334,1,thornyScrub,1,Accepted,2.245478897579341,3.142629249297189,1.69701801077067
16,0.9333398226289854,1,woodland,1,Accepted,0.8927321579472314,0.9647092430234567,0.8342536359069971
17,1.23263813497813,1,grasslandParkland,1,Accepted,1.2214283980562761,1.3211529321299544,1.0999846284874404
17,0.0,1,largeHerb,1,Accepted,0.0,0.0,0.0
17,0.8597138671818984,1,organicCarbon,1,Accepted,0.9090315454720903,0.9779465415202885,0.8459865227856811
17,1.2046677846105156,1,roeDeer,1,Accepted,1.2300162930987497,1.3671710385198417,1.117935410489293
17,0.0,1,tamworthPig,1,Accepted,0.0,0.0,0.0
17,2.928759636113251,1,thornyScrub,1,Accepted,2.245478897579341,3.142629249297189,1.69701801077067
17,0.9371216337136034,1,woodland,1,Accepted,0.8927321579472314,0.9647092430234567,0.8342536359069971
18,1.2319742250746257,1,grasslandParkland,1,Accepted,1.2214283980562761,1.3211529321299544,1.0999846284874404
18,0.0,1,largeHerb,1,Accepted,0.0,0.0,0.0
18,0.860176762678826,1,organicCarbon,1,Accepted,0.9090315454720903,0.9779465415202885,0.8459865227856811
18,1.2214844964072566,1,roeDeer,1,Accepted,1.2300162930987497,1.3671710385198417,1.117935410489293
18,0.0,1,tamworthPig,1,Accepted,0.0,0.0,0.0
18,3.1268693616536645,1,thornyScrub,1,Accepted,2.245478897579341,3.142629249297189,1.69701801077067
18,0.9413971337009822,1,woodland,1,Accepted,0.8927321579472314,0.9647092430234567,0.8342536359069971
19,1.2300064747572665,1,grasslandParkland,1,Accepted,1.2214283980562761,1.3211529321299544,1.0999846284874404
19,0.0,1,largeHerb,1,Accepted,0.0,0.0,0.0
19,0.8612875175498507,1,organicCarbon,1,Accepted,0.9090315454720903,0.9779465415202885,0.8459865227856811
19,1.239121578133989,1,roeDeer,1,Accepted,1.2300162930987497,1.3671710385198417,1.117935410489293
19,0.0,1,tamworthPig,1,Accepted,0.0,0.0,0.0
19,3.3364098838463843,1,thornyScrub,1,Accepted,2.245478897579341,3.142629249297189,1.69701801077067
19,0.9461549248854976,1,woodland,1,Accepted,0.8927321579472314,0.9647092430234567,0.8342536359069971
20,1.2267456670307213,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
20,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
20,0.8630483465704636,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
20,1.2576286020891907,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
20,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
20,3.5576565677579253,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
20,0.9514056971068354,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
21,1.222202584899658,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
21,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
21,0.8654614645161565,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
21,1.27705514057134,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
21,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
21,3.7908847784548034,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
21,0.9571601402046813,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
22,1.2163880113687453,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
22,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
22,0.8685290861624206,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
22,1.2974507658789147,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
22,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
22,4.036369881003535,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
22,0.963428944018721,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
23,1.2093127294426513,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
23,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
23,0.8722534262847479,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
23,1.3188650503103934,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
23,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
23,4.294387240470632,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
23,0.9702227983886403,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
24,1.2009875221260446,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
24,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
24,0.8766366996586294,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
24,1.3413475661642535,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
24,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
24,4.5652122219226134,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
24,0.977552393154125,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
25,1.1914952977171491,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
25,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
25,0.8816755272859439,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
25,1.3649587364181435,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
25,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
25,4.848818129221145,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
25,0.9853703174691838,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
26,1.1810123794259375,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
26,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
26,0.8873586948755731,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
26,1.389743524911184,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
26,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
26,5.14430634088301,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
26,0.9935608694563413,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
27,1.169576305660868,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
27,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
27,0.893685244798461,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
27,1.4157006726664725,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
27,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
27,5.450946667641908,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
27,1.0021261220868223,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
28,1.157219681682934,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
28,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
28,0.9006545939009831,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
28,1.4428277725665353,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
28,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
28,5.76802296755023,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
28,1.0110722179776834,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
29,1.1439751127531301,1,grasslandParkland,2,Accepted,1.2155064566864133,1.3264596406537015,1.082949875443591
29,0.0,1,largeHerb,2,Accepted,0.0,0.0,0.0
29,0.908266159029515,1,organicCarbon,2,Accepted,0.934487400096947,1.028592257094995,0.8452426872548053
29,1.4711224174938995,1,roeDeer,2,Accepted,1.432569898185935,1.6368743325043036,1.2576124270279692
29,0.0,1,tamworthPig,2,Accepted,0.0,0.0,0.0
29,6.0948190986603725,1,thornyScrub,2,Accepted,4.086615955819092,5.863577998410118,2.8360188004065523
29,1.0204052997459816,1,woodland,2,Accepted,0.9220348455803673,1.0321264217903234,0.8387456627306755
30,1.1298752041324494,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
30,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
30,0.9165193570304323,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
30,1.5005822003310918,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
30,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
30,6.430618919024729,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
30,1.0301315100087736,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
31,1.1149525610818858,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
31,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
31,0.9254136047501103,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
31,1.531204713960639,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
31,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
31,6.774706286695691,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
31,1.0402569913831163,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
32,1.099239788862433,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
32,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
32,0.9349483190349246,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
32,1.5629875512650682,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
32,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
32,7.126365059725655,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
32,1.0507878864860667,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
33,1.0827694927350846,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
33,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
33,0.9451229167312507,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
33,1.5959283051269058,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
33,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
33,7.484879096167015,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
33,1.0617303379346812,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
34,1.0655742779608346,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
34,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
34,0.9559368146854642,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
34,1.6300245684286785,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
34,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
34,7.849532254072164,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
34,1.073090488346017,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
35,1.0476867498006768,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
35,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
35,0.9673894297439406,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
35,1.665273934052914,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
35,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
35,8.219608391493496,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
35,1.0848744803371309,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
36,1.0292697991393442,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
36,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
36,0.9795229353823742,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
36,1.7014127336126026,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
36,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
36,8.592619451011856,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
36,1.0969488068637556,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
37,1.010561329923851,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
37,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
37,0.9923639583942828,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
37,1.7380206501869941,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
37,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
37,8.964903746896738,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
37,1.1090995416307938,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
38,0.9916065400598287,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
38,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
38,1.0058484861905341,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
38,1.7750595531052196,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
38,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
38,9.335315777713078,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
38,1.1213193047027799,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
39,0.9724485181228402,1,grasslandParkland,3,Accepted,1.106159055832652,1.2333229610237981,0.97208326390591
39,0.0,1,largeHerb,3,Accepted,0.0,0.0,0.0
39,1.0199116688125407,1,organicCarbon,3,Accepted,1.0187846416385016,1.1470166793755066,0.877430050659234
39,1.8124955190328642,1,roeDeer,3,Accepted,1.7204447213423881,2.021128419544629,1.4442570095883858
39,0.0,1,tamworthPig,3,Accepted,0.0,0.0,0.0
39,9.702738174969916,1,thornyScrub,3,Accepted,7.066148262196139,9.627587929622662,4.572285424754542
39,1.1336029770251541,1,woodland,3,Accepted,1.0050644329828442,1.1255475477357333,0.8824869116159133
40,0.9531303526884474,1,grasslandParkland,4,Accepted,0.9483106685600697,1.0787059541328938,0.7860268501431256
40,0.0,1,largeHerb,4,Accepted,0.0,0.0,0.0
40,1.0344886563017153,1,organicCarbon,4,Accepted,1.1569963966272145,1.3258367593317568,0.9534259936922282
40,1.8502946246355134,1,roeDeer,4,Accepted,2.1238676970287145,2.4938729667405544,1.6999784253165493
40,0.0,1,tamworthPig,4,Accepted,0.0,0.0,0.0
40,10.066053570176303,1,thornyScrub,4,Accepted,10.607619821786626,13.179770356719507,6.741242764885912
40,1.1459454395433575,1,woodland,4,Accepted,1.1114996898265739,1.2446535035923416,0.938162668430823
41,0.9336951323322127,1,grasslandParkland,4,Accepted,0.9483106685600697,1.0787059541328938,0.7860268501431256
41,0.0,1,largeHerb,4,Accepted,0.0,0.0,0.0
41,1.0495145986994707,1,organicCarbon,4,Accepted,1.1569963966272145,1.3258367593317568,0.9534259936922282
41,1.8884229465787525,1,roeDeer,4,Accepted,2.1238676970287145,2.4938729667405544,1.6999784253165493
41,0.0,1,tamworthPig,4,Accepted,0.0,0.0,0.0
41,10.424144594841282,1,thornyScrub,4,Accepted,10.607619821786626,13.179770356719507,6.741242764885912
41,1.1583415732028304,1,woodland,4,Accepted,1.1114996898265739,1.2446535035923416,0.938162668430823
42,0.9141859456296982,1,grasslandParkland,4,Accepted,0.9483106685600697,1.0787059541328938,0.7860268501431256
42,0.0,1,largeHerb,4,Accepted,0.0,0.0,0.0
42,1.0649246460472197,1,organicCarbon,4,Accepted,1.1569963966272145,1.3258367593317568,0.9534259936922282
42,1.926846561528167,1,roeDeer,4,Accepted,2.1238676970287145,2.4938729667405544,1.6999784253165493
42,0.0,1,tamworthPig,4,Accepted,0.0,0.0,0.0
42,10.775893880473904,1,thornyScrub,4,Accepted,10.607619821786626,13.179770356719507,6.741242764885912
42,1.1707862589490132,1,woodland,4,Accepted,1.1114996898265739,1.2446535035923416,0.938162668430823
43,0.8946458811564664,1,grasslandParkland,4,Accepted,0.9483106685600697,1.0787059541328938,0.7860268501431256
