grasslandParkland,largeHerb,organicCarbon,roeDeer,tamworthPig,thornyScrub,woodland,time,ID,accepted?
1.0032050309353728,0.0,1.2775093743200574,2.136299965562022,0.0,7.454226494783052,1.0529017339626094,2.909090909090909,24,Accepted
0.9913094020485381,0.0,1.3125566105747477,2.2378860813896297,0.0,9.485888098422215,1.0604873646702067,3.272727272727273,24,Accepted
0.9758861658490874,0.0,1.3473712046855524,2.401181089063646,0.0,12.024401636328276,1.0684913098178697,3.6363636363636367,24,Accepted
0.956376904978413,0.0,1.381876970536231,2.567725582669568,0.0,15.167962192350997,1.0770160588430195,4.0,24,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,35,Accepted
1.0084083150717553,0.0,1.0154851562183802,1.6093073185195252,0.0,1.2171848670911427,1.0049810708167475,0.36363636363636365,35,Accepted
1.0136168530563452,0.0,1.0310488191308698,1.6264234490079426,0.0,1.4787609297980673,1.0100042762990207,0.7272727272727273,35,Accepted
1.0162542204514315,0.0,1.0465137653988732,1.6508910125807423,0.0,1.7954340485082463,1.0150798564490828,1.0909090909090908,35,Accepted
1.0167290829833182,0.0,1.0618199773508739,1.6827370464688745,0.0,2.178498088150218,1.0202166852999754,1.4545454545454546,35,Accepted
1.0153072657795532,0.0,1.07691959158181,1.7094831029284812,0.0,2.6413692757076435,1.0254254392209223,1.8181818181818183,35,Accepted
1.0121356654962654,0.0,1.0917713851652218,1.7271802981985067,0.0,3.1999977434080087,1.0307190530211652,2.1818181818181817,35,Accepted
1.007261712224118,0.0,1.1063366843750313,1.754362317391419,0.0,3.8733575093967993,1.0361132093735042,2.5454545454545454,35,Accepted
1.0006460094496028,0.0,1.1205813175792307,1.8053873393607869,0.0,4.683777356815948,1.0416267508352595,2.909090909090909,35,Accepted
0.9921704424099471,0.0,1.1344803653450233,1.8446641774003087,0.0,5.656972877205855,1.0472821117378508,3.272727272727273,35,Accepted
0.9816534076878835,0.0,1.1480026087617126,1.8910972848294294,0.0,6.823090060104574,1.0531063518946682,3.6363636363636367,35,Accepted
0.9688532218541634,0.0,1.1611171441312875,1.9637422074837019,0.0,8.216733605049269,1.0591317032077794,4.0,35,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,36,Accepted
1.0097629003547963,0.0,1.0194164185589882,1.9860939310264447,0.0,1.25155145025466,1.005973348512662,0.36363636363636365,36,Accepted
1.0159287648401345,0.0,1.0390158599069759,2.010660365745681,0.0,1.560806637361531,1.0120174752537494,0.7272727272727273,36,Accepted
1.0193979910918152,0.0,1.0585591420933598,2.0466811994947594,0.0,1.944572398731011,1.018152317870666,1.0909090909090908,36,Accepted
1.020738330572331,0.0,1.077981122838799,2.090672334671262,0.0,2.420099773002947,1.0243964978968438,1.4545454545454546,36,Accepted
1.0203195259062308,0.0,1.0972338862964108,2.1246398520159993,0.0,3.0081890221044194,1.030773022426136,1.8181818181818183,36,Accepted
1.0183571351193776,0.0,1.1162786356056411,2.1580842065324237,0.0,3.733953048327412,1.0373104117357574,2.1818181818181817,36,Accepted
1.014943808858762,0.0,1.1350842946197657,2.2193381899847786,0.0,4.627475155099807,1.0440438199447248,2.5454545454545454,36,Accepted
1.0100697524270768,0.0,1.1536324306080583,2.2988081419833186,0.0,5.723921699641858,1.051016169188224,2.909090909090909,36,Accepted
1.0036411154302538,0.0,1.1719148276054818,2.35759421515352,0.0,7.063697918337944,1.0582796850438803,3.272727272727273,36,Accepted
0.995501724030329,0.0,1.1899163337998833,2.4724714113977466,0.0,8.69405297511089,1.0658979666513793,3.6363636363636367,36,Accepted
0.9854298785946448,0.0,1.2076434754693604,2.576815934502872,0.0,10.665713442198678,1.0739468685457234,4.0,36,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,37,Accepted
1.0185515127241527,0.0,1.0249320014646217,2.259879485858588,0.0,1.2320521626657075,1.006633568254323,0.36363636363636365,37,Accepted
1.0321308896338524,0.0,1.0506107677596845,2.3172036159827836,0.0,1.5110202543542017,1.0133374548032024,0.7272727272727273,37,Accepted
1.0416366190645616,0.0,1.0767502577466093,2.3751375384701836,0.0,1.8506344351089863,1.020128807953681,1.0909090909090908,37,Accepted
1.0477081234055072,0.0,1.1032493282210478,2.4132770617687873,0.0,2.2633187851605667,1.0270215112737286,1.4545454545454546,37,Accepted
1.0508451282214069,0.0,1.1300131506160118,2.4657558711970626,0.0,2.763943569555684,1.0340325364811411,1.8181818181818183,37,Accepted
1.051409449838984,0.0,1.1569586033182326,2.5486997905953923,0.0,3.369897624144471,1.0411822869246037,2.1818181818181817,37,Accepted
1.0496338767527342,0.0,1.1840186969801074,2.5975166914645524,0.0,4.100865934019195,1.0484950683011565,2.5454545454545454,37,Accepted
1.0456517417349314,0.0,1.211118089363843,2.7017719885243308,0.0,4.980276157786971,1.0560004645813044,2.909090909090909,37,Accepted
1.039491173946613,0.0,1.2382039987559557,2.7727489582722433,0.0,6.033246405870312,1.0637331588263803,3.272727272727273,37,Accepted
1.0311114410587516,0.0,1.265210516381354,2.900432500387848,0.0,7.288823503765981,1.0717346865604518,3.6363636363636367,37,Accepted
1.020398670649534,0.0,1.29208831938163,3.0338633286500656,0.0,8.776897915577074,1.080053315767003,4.0,37,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,38,Accepted
1.0124594939794251,0.0,1.0319094914152689,1.7269056251799144,0.0,1.2674082123382417,1.0069565033480112,0.36363636363636365,38,Accepted
1.0210375389157083,0.0,1.0646179465086936,1.7681916313655912,0.0,1.6009604570329927,1.0139965267451296,0.7272727272727273,38,Accepted
1.026477264687262,0.0,1.097880168281268,1.8061125446881099,0.0,2.020034462647016,1.0211418047774046,1.0909090909090908,38,Accepted
1.029268259651648,0.0,1.1315916550140057,1.8354449877661019,0.0,2.545679651694086,1.0284129268701752,1.4545454545454546,38,Accepted
1.0297447392930936,0.0,1.1656537120983346,1.8718013660200685,0.0,3.203805153555911,1.0358358122082667,1.8181818181818183,38,Accepted
1.0280990598498563,0.0,1.199976117274033,1.9225267570303317,0.0,4.025891715824607,1.0434427901081922,2.1818181818181817,38,Accepted
1.0243972296444739,0.0,1.2344761772305892,1.9839142633569717,0.0,5.049727792696785,1.0512740556957123,2.5454545454545454,38,Accepted
1.0185937317765823,0.0,1.2690753002248167,2.0557073185164767,0.0,6.32019802977185,1.0593794612199343,2.909090909090909,38,Accepted
1.0105433181857135,0.0,1.3036979195197491,2.141684310637705,0.0,7.8897570973450275,1.0678204513284335,3.272727272727273,38,Accepted
1.0000126883223135,0.0,1.33826996144221,2.255307664314839,0.0,9.818509264646964,1.0766721935361505,3.6363636363636367,38,Accepted
0.9866913316002983,0.0,1.3727225908638414,2.3914252626640806,0.0,12.172818796611109,1.0860256197364309,4.0,38,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,48,Accepted
1.0180884437041144,0.0,1.012293742699219,1.4005792721003025,0.0,1.2935381033935327,1.0053881751716829,0.36363636363636365,48,Accepted
1.0303544669662998,0.0,1.0248995809346035,1.4278716534640714,0.0,1.6699040095587672,1.0108481668283198,0.7272727272727273,48,Accepted
1.038039993521227,0.0,1.0376070609060353,1.4669328015021363,0.0,2.153691249802536,1.016401200987741,1.0909090909090908,48,Accepted
1.0420347807804438,0.0,1.0503056068443926,1.5083675966935808,0.0,2.7746197741683805,1.022071166878244,1.4545454545454546,48,Accepted
1.0429368665492307,0.0,1.0629101428863093,1.5492715416642495,0.0,3.5701210191126287,1.0278887430135908,1.8181818181818183,48,Accepted
1.0410908866644808,0.0,1.0753538754214536,1.5983292026377434,0.0,4.587067221012652,1.0338932313612705,2.1818181818181817,48,Accepted
1.0366215787657718,0.0,1.0875857326726837,1.6554730343607422,0.0,5.883442755089766,1.0401346829475429,2.5454545454545454,48,Accepted
1.0294644453979482,0.0,1.0995631456164807,1.7341133494172214,0.0,7.530364914144278,1.0466766891813495,2.909090909090909,48,Accepted
1.0193865515208453,0.0,1.111252081179335,1.8354641505532394,0.0,9.613359753449014,1.053599412562278,3.272727272727273,48,Accepted
1.0060061335438344,0.0,1.1226240167538353,1.9495114983650699,0.0,12.233024646568053,1.0610032104546019,3.6363636363636367,48,Accepted
0.9888157690335685,0.0,1.1336501335485822,2.087499312813184,0.0,15.504979560068348,1.0690126688151496,4.0,48,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,60,Accepted
1.0141955927668422,0.0,1.0180412640446634,1.9572475091779529,0.0,1.1785127649735505,1.0049420300663072,0.36363636363636365,60,Accepted
1.0240865479352501,0.0,1.0364473255847018,1.9841649069061797,0.0,1.3846589316895326,1.0099117876250898,0.7272727272727273,60,Accepted
1.0306571390255403,0.0,1.0549779508417627,2.026575703401879,0.0,1.625576715551187,1.0149198158280257,1.0909090909090908,60,Accepted
1.0345703466074747,0.0,1.0735562614736451,2.0565885518068594,0.0,1.9067913698080314,1.0199714850297292,1.4545454545454546,60,Accepted
1.0363306052694496,0.0,1.09211437648959,2.0880898559750847,0.0,2.234729353449426,1.0250732246515561,1.8181818181818183,60,Accepted
1.0363038361456638,0.0,1.1105963523691473,2.1257160127597268,0.0,2.6166843205690986,1.0302324414177637,2.1818181818181817,60,Accepted
1.0347418569355693,0.0,1.1289563323834906,2.1606105157752378,0.0,3.0608503648573353,1.035457661541809,2.5454545454545454,60,Accepted
1.0318073685351516,0.0,1.1471531658077239,2.2008014219503123,0.0,3.576508122084017,1.040758829533561,2.909090909090909,60,Accepted
1.0275901270201862,0.0,1.1651510413109234,2.252173830808195,0.0,4.174007945024221,1.046147407898619,3.272727272727273,60,Accepted
1.0221221111192482,0.0,1.182917743938155,2.3224527300310465,0.0,4.8648097742312295,1.0516365871595998,3.6363636363636367,60,Accepted
1.0153861878557047,0.0,1.2004273961523013,2.3873237297689913,0.0,5.661195286520029,1.0572413536813103,4.0,60,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,61,Accepted
1.010729352007988,0.0,1.0321696043800388,1.855363684292931,0.0,1.3164324669574734,1.0054082379681326,0.36363636363636365,61,Accepted
1.0169328233814463,0.0,1.065105162984582,1.8823610598917309,0.0,1.7276325098164742,1.0108914186309264,0.7272727272727273,61,Accepted
1.0194958861829522,0.0,1.0984879305456619,1.9205887487873086,0.0,2.264834983559497,1.0164762366106728,1.0909090909090908,61,Accepted
1.018887834542807,0.0,1.1321715483429395,1.9687066718069184,0.0,2.9654348642378956,1.0221897929924357,1.4545454545454546,61,Accepted
1.0153054682306233,0.0,1.1660208720173126,2.0147247112347673,0.0,3.8770587120450966,1.0280672988491903,1.8181818181818183,61,Accepted
1.00870531802979,0.0,1.1999026753990214,2.061685018799353,0.0,5.059976286956679,1.0341545267587688,2.1818181818181817,61,Accepted
0.9988262895807856,0.0,1.2336785826545313,2.1407082754709266,0.0,6.5898019258787555,1.0405107385191539,2.5454545454545454,61,Accepted
0.98519982619282,0.0,1.2672101515424223,2.2465571885777624,0.0,8.55929781806681,1.047211831013477,2.909090909090909,61,Accepted
0.9671674351516969,0.0,1.300352166776773,2.3534727055255873,0.0,11.079875480820608,1.0543544787150734,3.272727272727273,61,Accepted
0.9439120858497306,0.0,1.3329363599811088,2.504679699208593,0.0,14.283023055137908,1.0620610081911266,3.6363636363636367,61,Accepted
0.9144933841687477,0.0,1.3647852967481098,2.7031105404781077,0.0,18.31628809170753,1.0704835978135134,4.0,61,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,62,Accepted
1.0054597663728393,0.0,1.0287136584448946,2.4608741907591916,0.0,1.252681469668499,1.005315971554521,0.36363636363636365,62,Accepted
1.008710066902473,0.0,1.0577854134035347,2.485858510918401,0.0,1.5635043459440818,1.0106737001158588,0.7272727272727273,62,Accepted
1.0102132980233756,0.0,1.0868719100779174,2.5112418448791938,0.0,1.949759474082893,1.0160922571726643,1.0909090909090908,62,Accepted
1.010178093850052,0.0,1.1158896887129912,2.5725225873208397,0.0,2.429191662686819,1.0215834379664024,1.4545454545454546,62,Accepted
1.0087132793058347,0.0,1.1447769322374866,2.592657121027676,0.0,3.023013421232161,1.027161311065652,1.8181818181818183,62,Accepted
1.0058578833760194,0.0,1.1734563026913154,2.6733635608444,0.0,3.7574353375982184,1.0328440979912785,2.1818181818181817,62,Accepted
1.0015641797649122,0.0,1.2018819731309236,2.7157051829200123,0.0,4.662997746793852,1.038653280773622,2.5454545454545454,62,Accepted
0.9957283877768099,0.0,1.2299911260230891,2.8018888083575644,0.0,5.7766979379388035,1.0446160555355344,2.909090909090909,62,Accepted
0.9881769426097577,0.0,1.2577394846897374,2.9116370359992207,0.0,7.141226631601398,1.0507650897012806,3.272727272727273,62,Accepted
0.9786772899133134,0.0,1.2850887732272271,3.018752575284912,0.0,8.805391648016746,1.0571399759253555,3.6363636363636367,62,Accepted
0.9669464632496544,0.0,1.311999825246873,3.1453663932484597,0.0,10.824273891316743,1.0637885139326655,4.0,62,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,74,Accepted
1.015659906560893,0.0,1.030719474876317,2.126572260450444,0.0,1.2555173373394952,1.0049162350531389,0.36363636363636365,74,Accepted
1.0258854418104666,0.0,1.06237751455638,2.1672703021813824,0.0,1.567351843533608,1.0098724685077687,0.7272727272727273,74,Accepted
1.0319053570208523,0.0,1.094580312759786,2.229492037469949,0.0,1.9538531651416229,1.0148879556506205,1.0909090909090908,74,Accepted
1.0344988977045873,0.0,1.1272096997205658,2.286442760158202,0.0,2.4317569827212715,1.019975359445074,1.4545454545454546,74,Accepted
1.0342001779481775,0.0,1.16015682001799,2.3471408144967523,0.0,3.021216849395026,1.0251504162502434,1.8181818181818183,74,Accepted
1.0313324979200882,0.0,1.1933241541071677,2.4236029105154984,0.0,3.746083787046293,1.0304323452253787,2.1818181818181817,74,Accepted
1.0260421766928405,0.0,1.2266271871410428,2.50410063162274,0.0,4.63390236007429,1.0358443795911672,2.5454545454545454,74,Accepted
1.0183350347560614,0.0,1.259985108574289,2.594799204672264,0.0,5.716249627832735,1.0414146806617621,2.909090909090909,74,Accepted
1.0081030162086977,0.0,1.2933210886401914,2.7073044747915427,0.0,7.028393625916576,1.0471769831611946,3.272727272727273,74,Accepted
0.9951506670234965,0.0,1.3265597482590241,2.8668794713450514,0.0,8.608624150544962,1.053171281966824,3.6363636363636367,74,Accepted
0.9792152808409059,0.0,1.3596383501854339,3.033837679820362,0.0,10.495261324350613,1.059444018828092,4.0,74,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,76,Accepted
1.0162223411255435,0.0,1.022181629022096,1.8256708131853638,0.0,1.2307643653869695,1.0044084999853937,0.36363636363636365,76,Accepted
1.02752510786223,0.0,1.0447224927208045,1.8545557893627116,0.0,1.510231749316579,1.008873064583333,0.7272727272727273,76,Accepted
1.0349289520918359,0.0,1.0672931270574388,1.9011566540296827,0.0,1.8515994585794622,1.013410557210693,1.0909090909090908,76,Accepted
1.0391536351607888,0.0,1.0897640873721923,1.9351153665712053,0.0,2.2679787938573153,1.0180360896500011,1.4545454545454546,76,Accepted
1.040726943972186,0.0,1.1120202576124232,1.9727283056795963,0.0,2.7752146622966256,1.0227682522998347,1.8181818181818183,76,Accepted
1.0400044090268417,0.0,1.1339659730219422,2.019345986238082,0.0,3.3921219458361556,1.0276295678546414,2.1818181818181817,76,Accepted
1.0371947327167486,0.0,1.1555215775212428,2.0684295058846227,0.0,4.1408371559559765,1.0326472842702887,2.5454545454545454,76,Accepted
1.0323846499849072,0.0,1.1766164012544975,2.1259963291771515,0.0,5.047333909532489,1.0378543690799165,2.909090909090909,76,Accepted
1.0255567338791325,0.0,1.1971891431840993,2.1914120594289734,0.0,6.14161498025785,1.0432904612932918,3.272727272727273,76,Accepted
1.016605953459661,0.0,1.2171847274787582,2.263758057499992,0.0,7.457883131450427,1.049003018409673,3.6363636363636367,76,Accepted
1.0053552259714276,0.0,1.2365492219489143,2.3632566526136936,0.0,9.034736923074178,1.0550485798408185,4.0,76,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,77,Accepted
0.9924440243443582,0.0,1.0172576736211956,1.65018863898469,0.0,1.2560654144690528,1.0053738611707577,0.36363636363636365,77,Accepted
0.9861521201024839,0.0,1.0341838511047812,1.6582008174362388,0.0,1.573959116857163,1.0108033744303193,0.7272727272727273,77,Accepted
0.9805702250676318,0.0,1.0507284121411544,1.6812809302326712,0.0,1.971037727349705,1.0163048127229362,1.0909090909090908,77,Accepted
0.9752261405426115,0.0,1.0669075478125496,1.7117934810640028,0.0,2.466241989121829,1.021893402051336,1.4545454545454546,77,Accepted
0.969728365732261,0.0,1.0827282432091638,1.747254516591759,0.0,3.082682708988321,1.02758821156263,1.8181818181818183,77,Accepted
0.9637279284915503,0.0,1.098191260794848,1.7810002587654852,0.0,3.848298045700988,1.0334129637277893,2.1818181818181817,77,Accepted
0.9568923159932612,0.0,1.1132910384935981,1.8174997982736785,0.0,4.796675221615334,1.0393971181365027,2.5454545454545454,77,Accepted
0.9488864341796925,0.0,1.1280154643347609,1.8845669034905144,0.0,5.96793252598815,1.045577095022836,2.909090909090909,77,Accepted
0.9393546646007013,0.0,1.1423532028267793,1.959479545362618,0.0,7.408414209582286,1.0519972709252925,3.272727272727273,77,Accepted
0.9279162507899958,0.0,1.156287292800924,2.0393644769246135,0.0,9.171390450634757,1.0587117531918493,3.6363636363636367,77,Accepted
0.9141629564963091,0.0,1.1697944383156809,2.152684942423925,0.0,11.316924297898314,1.0657859170766903,4.0,77,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,83,Accepted
1.023609319647091,0.0,1.0257992749899811,1.4789736519266528,0.0,1.2811708168810259,1.0050503916532911,0.36363636363636365,83,Accepted
1.0418357782835916,0.0,1.0523110724682283,1.5223784518763779,0.0,1.63712736903065,1.010169421818235,0.7272727272727273,83,Accepted
1.0552264969926373,0.0,1.0793304764589384,1.571448982082158,0.0,2.0891237508743776,1.0153774104930609,1.0909090909090908,83,Accepted
1.0642060558065263,0.0,1.1067248127514777,1.6239149107814557,0.0,2.661925920795483,1.020696542746753,1.4545454545454546,83,Accepted
1.0690887539321954,0.0,1.1343681104867507,1.680563610159248,0.0,3.3860780476252916,1.0261548335587733,1.8181818181818183,83,Accepted
1.0700584945437035,0.0,1.16214030993157,1.745585492828672,0.0,4.298896658811025,1.0317875280183848,2.1818181818181817,83,Accepted
1.0671592286241347,0.0,1.1899255175167058,1.831313848568632,0.0,5.445461924460657,1.0376387690604412,2.5454545454545454,83,Accepted
1.0602916517973344,0.0,1.2176124126664316,1.9423557941968346,0.0,6.87918677112399,1.0437634175366435,2.909090909090909,83,Accepted
1.0492164166343854,0.0,1.2450959456262736,2.044387092724348,0.0,8.661472308256052,1.0502290357725454,3.272727272727273,83,Accepted
1.0335781830513722,0.0,1.2722601412181158,2.2083850579610114,0.0,10.863021927714557,1.0571186066300782,3.6363636363636367,83,Accepted
1.012915229886554,0.0,1.2990027383338707,2.3712072501518406,0.0,13.55824190033252,1.0645317173578155,4.0,83,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,93,Accepted
1.0081750782353849,0.0,1.031586756434264,1.6252253392742173,0.0,1.256191504198975,1.0069663399981583,0.36363636363636365,93,Accepted
1.0129357383952922,0.0,1.0635655398426567,1.6490918174045741,0.0,1.5746959404053849,1.0139948940869365,0.7272727272727273,93,Accepted
1.015039931391576,0.0,1.095700611506869,1.6763133613379926,0.0,1.9723181750457697,1.021099402410028,1.0909090909090908,93,Accepted
1.0149596799221818,0.0,1.1278561715559092,1.7197019825822253,0.0,2.468128704657654,1.0282923819717529,1.4545454545454546,93,Accepted
1.012971943656865,0.0,1.1599123816383736,1.76514358175289,0.0,3.0853522805659206,1.0355892999197918,1.8181818181818183,93,Accepted
1.0091966182814125,0.0,1.191758687144589,1.7969998209399296,0.0,3.852172412183478,1.0430094267581786,2.1818181818181817,93,Accepted
1.0036275738933196,0.0,1.223283128359649,1.8621587294020743,0.0,4.8029707032722655,1.0505769882502816,2.5454545454545454,93,Accepted
0.9961439322094919,0.0,1.2543863664172448,1.926919652432853,0.0,5.978308821546565,1.058321531157009,2.909090909090909,93,Accepted
0.9865319566580574,0.0,1.2849633920999564,2.014967249750766,0.0,7.426484637460457,1.0662797129791421,3.272727272727273,93,Accepted
0.9744900432825855,0.0,1.3149138319637277,2.1007528910494253,0.0,9.203102419249525,1.0744961532546222,3.6363636363636367,93,Accepted
0.9596457598835054,0.0,1.3441263656920142,2.2342269281649445,0.0,11.372336731656604,1.083025359664595,4.0,93,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,100,Accepted
1.0276585475020623,0.0,1.016197319160985,1.883074446747021,0.0,1.2831661061524955,1.005622731651995,0.36363636363636365,100,Accepted
1.0474414079985337,0.0,1.033045965729373,1.9315668768820324,0.0,1.6407027201833377,1.011312346535389,0.7272727272727273,100,Accepted
1.0607136875783483,0.0,1.0501982208384302,1.9909096167930105,0.0,2.0947975109080383,1.017089825252828,1.0909090909090908,100,Accepted
1.0685084022174771,0.0,1.067507841140304,2.0586355927748223,0.0,2.6703124535505465,1.0229756209696819,1.4545454545454546,100,Accepted
1.0715932895125446,0.0,1.0848555982328536,2.135127348199035,0.0,3.397829465946332,1.0289955157041213,1.8181818181818183,100,Accepted
1.0704683340547603,0.0,1.1021441109289971,2.2286213061518563,0.0,4.314595051595428,1.0351819126057489,2.1818181818181817,100,Accepted
1.0653808009334549,0.0,1.1192979991593428,2.3215720149872756,0.0,5.465088968834668,1.0415752005551653,2.5454545454545454,100,Accepted
1.0563596052888085,0.0,1.1362483212903292,2.4566720714826404,0.0,6.9021481393365365,1.0482257346132546,2.909090909090909,100,Accepted
1.0432346772256726,0.0,1.1529478490187874,2.597150330296595,0.0,8.685735973477069,1.0551951694848227,3.272727272727273,100,Accepted
1.0256867407947488,0.0,1.1693467238861979,2.7946570513533033,0.0,10.883384860165373,1.062558825984517,3.6363636363636367,100,Accepted
1.003278430329561,0.0,1.1854112334474514,3.023754096266542,0.0,13.565814921345524,1.0704067940165538,4.0,100,Accepted
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,101,Accepted
1.017816675744652,0.0,1.0278794365710733,1.8756174825242322,0.0,1.2985355790785833,1.0059600847077492,0.36363636363636365,101,Accepted
1.0296079708169636,0.0,1.0565092873188293,1.924240046154659,0.0,1.681709918317864,1.0120019736555457,0.7272727272727273,101,Accepted
1.0367253944204586,0.0,1.0855850506031277,1.9642738348145425,0.0,2.175374515773057,1.0181519091139264,1.0909090909090908,101,Accepted
1.0401027971886838,0.0,1.1149502055329445,2.031033373186491,0.0,2.8103715960955244,1.024437352724608,1.4545454545454546,101,Accepted
1.040351430607692,0.0,1.1444791596023176,2.10240322653877,0.0,3.6252249303676867,1.0308932244590385,1.8181818181818183,101,Accepted
1.037810790478399,0.0,1.174061627517981,2.187688803563071,0.0,4.667926001664755,1.0375643410953919,2.1818181818181817,101,Accepted
1.0325885792805563,0.0,1.2036028403911543,2.2815384551009616,0.0,5.997298976701173,1.0445077049899207,2.5454545454545454,101,Accepted
1.0245983266783627,0.0,1.2330137618410861,2.4191653265323443,0.0,7.684675559233606,1.0517956286063552,2.909090909090909,101,Accepted
1.0135833431442052,0.0,1.2622178806637918,2.583451790799648,0.0,9.813964488348674,1.0595187076492256,3.272727272727273,101,Accepted
0.9991467577389264,0.0,1.291140977908353,2.7771751647667813,0.0,12.48151392472963,1.0677896865990346,3.6363636363636367,101,Accepted
